n,B,U,L,C,D,D-C
78000,314,28684,7,1139970,1193887,53917
78000,385,28742,9,970762,1073169,102407
78000,66,28668,9,922034,1021526,99492
78000,147,28659,8,881286,1183578,302292
78000,730,28623,8,1076679,1182267,105588
78000,227,28709,8,1019330,1175939,156609
78000,263,28585,8,881142,1105888,224746
78000,239,28627,9,942166,1114908,172742
78000,333,28574,7,904863,1401606,496743
78000,238,28676,7,825934,1110238,284304
78000,157,28798,7,900998,1028657,127659
78000,852,28693,8,990730,1235916,245186
78000,420,28697,7,811294,1117120,305826
78000,133,28756,7,839013,1084603,245590
78000,570,28651,7,920093,1039466,119373
78000,109,28696,8,921614,1222862,301248
78000,372,28766,8,857944,1131594,273650
78000,325,28694,7,799074,1073254,274180
78000,806,28568,8,1025365,1130268,104903
78000,429,28669,7,812058,1036078,224020
78000,356,28529,7,932204,1227443,295239
78000,344,28801,8,851587,1195847,344260
79000,337,29104,8,885394,1052916,167522
79000,299,29017,8,873598,1116569,242971
79000,226,29069,8,1085316,1091548,6232
79000,368,29127,7,843307,1077849,234542
79000,79,29186,8,1065688,1263772,198084
79000,110,28980,7,1086619,1181280,94661
79000,44,29082,9,1066697,1077942,11245
79000,1018,29032,7,1055994,1087617,31623
79000,211,29069,8,1014054,1254104,240050
79000,403,29141,8,824186,1192282,368096
79000,305,29033,7,1036881,1128518,91637
79000,602,29137,9,1140068,1419121,279053
79000,221,29113,8,1102010,1118485,16475
79000,465,29150,7,956035,1192194,236159
79000,147,29231,8,940108,1232997,292889
79000,406,29141,7,852844,1174392,321548
79000,330,29005,8,947796,1148225,200429
79000,480,29016,7,897868,1164794,266926
79000,490,29169,7,937561,1217036,279475
79000,306,29144,7,879641,1146368,266727
79000,573,29009,8,890370,1271389,381019
79000,273,28913,8,989447,1069692,80245
79000,172,29137,8,1003907,1178943,175036
79000,331,29147,7,975383,1199181,223798
79000,76,29060,9,1100297,1147116,46819
79000,390,29154,8,842418,1146888,304470
79000,138,29062,8,875980,1161605,285625
79000,117,29166,7,832647,1156801,324154
79000,80,28903,8,828655,1127680,299025
79000,398,29128,7,881677,1200126,318449
79000,233,29161,8,873245,1116371,243126
79000,347,29025,7,992063,1125302,133239
79000,356,29148,8,776068,1142636,366568
79000,512,28941,7,890205,1492008,601803
79000,365,29064,8,805055,1134802,329747
79000,227,28982,7,970601,1036022,65421
79000,195,29055,8,814393,1151561,337168
79000,175,29189,8,955760,1170267,214507
79000,37,29024,7,850769,1117144,266375
79000,763,28846,8,884787,996685,111898
79000,403,29027,7,1002452,1141642,139190
79000,432,28927,8,975507,1084451,108944
79000,260,28998,7,1074840,1278051,203211
79000,315,28970,7,1022802,1204727,181925
79000,195,28807,7,1032830,1236283,203453
79000,409,29017,8,1012784,1116275,103491
79000,286,29161,8,948224,1116539,168315
79000,420,29181,8,776911,1117249,340338
79000,385,28945,7,1021661,1143390,121729
79000,239,29030,8,902067,1103341,201274
80000,227,29460,8,1040613,1250602,209989
80000,398,29655,8,927907,1000629,72722
80000,589,29545,7,886791,1289213,402422
80000,195,29435,7,1066224,1459249,393025
80000,400,29384,7,898107,1128016,229909
80000,30,29453,7,1133076,1309162,176086
80000,478,29504,8,829718,1183026,353308
80000,565,29513,8,1115411,1238609,123198
80000,179,29360,7,955819,1208829,253010
80000,94,29464,7,855726,1012772,157046
80000,129,29407,7,936752,1109434,172682
80000,281,29428,7,953003,1087091,134088
80000,1035,29283,8,997513,1181285,183772
80000,245,29405,7,998317,1168723,170406
80000,461,29303,7,898445,1229395,330950
80000,507,29370,8,943487,1345342,401855
80000,493,29440,7,938557,1122409,183852
80000,444,29426,7,909600,1099813,190213
80000,852,29362,7,900236,1274349,374113
80000,223,29484,7,891220,1107210,215990
80000,206,29414,7,835205,1078379,243174
80000,303,29442,7,933555,1266891,333336
80000,248,29292,8,1185663,1218042,32379
80000,138,29284,7,945265,1261431,316166
80000,257,29384,7,889072,1320371,431299
80000,237,29392,8,898643,1177139,278496
80000,374,29521,9,1052025,1074347,22322
80000,508,29280,8,908102,1185733,277631
80000,294,29427,8,857612,1090480,232868
80000,227,29376,8,882946,1184462,301516
80000,631,29419,8,1027522,1149595,122073
80000,295,29314,7,1001283,1255661,254378
80000,245,29508,7,915368,1041128,125760
80000,276,29399,9,812842,1142933,330091
80000,322,29420,7,1064303,1252258,187955
80000,158,29486,7,1006265,1054058,47793
80000,393,29456,7,910918,1112604,201686
80000,363,29412,8,1059896,1160024,100128
80000,523,29474,8,813187,1186682,373495
80000,436,29570,7,899337,1055419,156082
80000,266,29526,8,803998,1182814,378816
80000,218,29398,7,1066600,1088102,21502
80000,326,29426,7,844773,1194488,349715
80000,367,29429,7,980086,1194304,214218
80000,542,29435,8,836602,1234848,398246
80000,348,29322,7,912947,1109221,196274
80000,393,29521,8,843150,1035181,192031
80000,118,29293,7,1090550,1218500,127950
80000,69,29512,7,896947,1161875,264928
80000,559,29438,7,984301,1226271,241970
81000,171,29913,7,810187,1125133,314946
81000,108,29829,7,968912,1129215,160303
81000,621,29722,8,892565,1190770,298205
81000,394,29804,7,939714,1190094,250380
81000,116,29887,7,914962,1134049,219087
81000,271,29645,8,866470,1165156,298686
81000,350,29935,7,860360,1061948,201588
81000,188,29726,8,825182,1195364,370182
81000,261,29985,8,935592,1159217,223625
81000,559,29768,7,790162,1056296,266134
81000,306,29745,8,1187756,1193476,5720
81000,112,29675,7,1032165,1555037,522872
81000,378,29972,7,915200,1197634,282434
81000,449,29744,7,975631,1102007,126376
81000,302,29583,7,939519,1310961,371442
81000,331,29765,8,900145,1253140,352995
81000,322,29773,8,944167,1104667,160500
81000,538,29612,9,1025017,1169764,144747
81000,212,29823,7,972002,1120159,148157
81000,253,29740,8,952631,1047534,94903
81000,136,29725,9,997201,1223366,226165
81000,90,29663,7,922447,1123395,200948
81000,256,29783,7,847910,1230732,382822
81000,126,29757,8,1275753,1418693,142940
81000,564,29785,8,998972,1280918,281946
81000,331,29721,8,1051085,1091962,40877
81000,141,29779,8,940161,1349249,409088
81000,163,29790,7,1058277,1109198,50921
81000,468,29904,7,963921,1346705,382784
81000,213,29687,7,890974,1535914,644940
81000,92,29859,8,1231044,1355986,124942
81000,514,29930,8,953226,1202021,248795
81000,525,29670,8,1112623,1291431,178808
81000,164,29772,8,930297,1248251,317954
81000,201,29812,9,824852,1370009,545157
81000,336,29800,7,882571,1212784,330213
81000,294,29909,8,868928,1340178,471250
81000,200,29641,7,957741,1375636,417895
81000,457,29675,7,1098729,1394072,295343
81000,235,29756,7,795037,1256106,461069
81000,143,29783,7,859782,1156088,296306
81000,610,29615,9,1016845,1291035,274190
81000,626,29874,8,1311514,1318867,7353
81000,553,29665,7,1115139,1146117,30978
81000,257,29992,8,1094225,1139912,45687
81000,361,29935,8,820631,1050884,230253
81000,349,29937,8,863142,1215716,352574
81000,539,29822,8,928715,1290016,361301
81000,290,29809,8,967945,1113552,145607
81000,587,29856,8,849412,1061425,212013
82000,640,30297,8,997985,1201113,203128
82000,655,30213,9,895858,1166307,270449
82000,270,30207,8,909935,1160044,250109
82000,295,29961,8,801664,1062568,260904
82000,507,30143,8,838819,1169522,330703
82000,256,30192,9,999255,1231339,232084
82000,661,30160,7,984011,1181876,197865
82000,259,30060,8,911989,1436211,524222
82000,159,30276,7,1013548,1390331,376783
82000,262,30236,8,1033894,1161331,127437
82000,111,30077,7,885270,1165199,279929
82000,271,30187,8,898498,1401593,503095
82000,94,30171,8,1044174,1155117,110943
82000,623,30285,8,1001445,1318151,316706
82000,184,30146,8,938300,1082761,144461
82000,493,30078,7,1120385,1428021,307636
82000,223,30166,8,1161976,1247213,85237
82000,336,29998,7,945560,1196422,250862
82000,387,30280,10,893862,1152343,258481
82000,86,29982,8,863586,1120577,256991
82000,432,30130,8,888380,1160528,272148
82000,263,30031,8,1099893,1371014,271121
82000,95,30248,7,866769,1230590,363821
82000,170,30209,7,830729,1122187,291458
82000,437,30102,7,876103,1334670,458567
82000,146,30137,7,1089952,1202996,113044
82000,436,30229,7,1020379,1185585,165206
82000,119,30123,9,968297,1292867,324570
82000,402,30301,8,939779,1353660,413881
82000,931,30115,8,900128,1035713,135585
82000,477,30112,8,911747,1096507,184760
82000,223,30226,8,1123185,1204682,81497
82000,938,30274,8,952667,1098899,146232
82000,485,30208,7,973789,1211951,238162
82000,128,30249,8,984409,1394657,410248
82000,375,30089,8,1302490,1510978,208488
82000,253,30134,8,1014841,1189334,174493
82000,451,29882,8,1114689,1288082,173393
82000,474,30193,8,952659,1088476,135817
82000,378,30237,7,1049088,1225787,176699
82000,269,30036,8,1081291,1274121,192830
82000,206,30084,9,1018693,1170561,151868
82000,892,30133,8,917486,1136195,218709
82000,15,29983,7,884966,1099759,214793
82000,304,30091,8,1104376,1177287,72911
82000,376,30306,8,980073,1195854,215781
82000,570,30280,8,1096211,1213099,116888
82000,221,30190,7,1045502,1135801,90299
82000,353,30274,8,948957,1048242,99285
82000,308,30073,8,916318,1107734,191416
83000,501,30539,8,1113091,1236717,123626
83000,357,30492,7,924320,1375645,451325
83000,534,30557,7,961009,1282531,321522
83000,170,30416,8,1043771,1250159,206388
83000,341,30406,7,919465,1044878,125413
83000,258,30680,8,895170,1206493,311323
83000,163,30678,8,901678,1323908,422230
83000,717,30525,7,1080152,1475583,395431
83000,534,30479,7,1078992,1355665,276673
83000,620,30493,9,906820,1084673,177853
83000,213,30327,7,1272566,1331125,58559
83000,250,30430,7,953425,1187725,234300
83000,540,30535,8,881285,1150729,269444
83000,511,30438,7,836261,1099329,263068
83000,161,30570,8,1011277,1260615,249338
83000,281,30582,7,887646,1164022,276376
83000,162,30607,7,1021684,1275470,253786
83000,138,30483,7,975994,1110320,134326
83000,592,30554,7,986686,1417969,431283
83000,289,30558,7,1223507,1463913,240406
83000,647,30559,8,859719,1094424,234705
83000,454,30567,8,1178512,1374253,195741
83000,573,30573,9,837381,1150481,313100
83000,184,30415,7,1078076,1127319,49243
83000,701,30466,9,1003699,1132238,128539
83000,516,30573,7,885861,1302991,417130
83000,466,30648,8,921469,1156548,235079
83000,339,30495,8,963818,1174837,211019
83000,216,30544,8,867809,1227703,359894
83000,431,30285,8,808645,1225667,417022
83000,367,30540,7,917568,1152374,234806
83000,239,30601,8,987478,1171877,184399
83000,433,30733,8,970417,1209131,238714
83000,374,30555,8,1065815,1152547,86732
83000,480,30500,8,947471,1157366,209895
83000,476,30582,7,788378,1240134,451756
83000,539,30541,7,900430,1123763,223333
83000,258,30499,7,893780,1248997,355217
83000,570,30621,7,997867,1222624,224757
83000,489,30486,8,939283,1202815,263532
83000,395,30602,8,858403,1242364,383961
83000,205,30488,7,1184792,1244364,59572
83000,624,30631,8,977495,1378072,400577
83000,296,30214,9,1026195,1281885,255690
83000,332,30416,7,1040858,1242627,201769
83000,988,30552,8,1024638,1559763,535125
83000,314,30636,8,959783,1101327,141544
83000,295,30631,8,1104051,1189636,85585
83000,816,30534,7,947273,1426930,479657
83000,256,30547,9,888540,1129632,241092
84000,588,31021,7,824647,1214142,389495
84000,68,30890,7,1117222,1225934,108712
84000,183,30855,8,1186443,1203143,16700
84000,207,30876,7,979069,1042310,63241
84000,272,31043,8,1121229,1271051,149822
84000,201,30843,7,974679,1160682,186003
84000,662,30788,8,867838,1064768,196930
84000,255,30925,7,1010145,1164468,154323
84000,329,30968,7,827604,1184959,357355
84000,191,30871,8,928408,1142570,214162
84000,595,30915,8,834014,1382148,548134
84000,219,30759,7,858930,1116891,257961
84000,140,30942,8,1013617,1242746,229129
84000,319,31027,8,941947,1124672,182725
84000,283,31029,7,1002501,1322603,320102
84000,611,30876,9,942775,1122279,179504
84000,118,31024,7,1082095,1257530,175435
84000,277,30957,8,1015854,1205017,189163
84000,412,30809,7,956768,1315614,358846
84000,428,30957,7,1235851,1297529,61678
84000,63,30818,8,808784,1223014,414230
84000,436,30969,7,1119095,1225558,106463
84000,605,30868,7,943576,1286105,342529
84000,234,30745,8,989484,1478302,488818
84000,171,30878,7,980653,1238523,257870
84000,288,30658,8,963668,1282054,318386
84000,286,30937,7,1027745,1319272,291527
84000,436,30899,8,810466,1143722,333256
84000,268,30928,8,1073050,1190673,117623
84000,213,30846,7,879057,1086305,207248
84000,291,30982,8,1138764,1452260,313496
84000,563,30840,8,1020951,1120158,99207
84000,537,30876,8,1003817,1231307,227490
84000,376,30920,7,969231,1352052,382821
84000,274,30884,8,824766,1326787,502021
84000,468,30899,8,850543,1124736,274193
84000,250,30940,8,879240,1095994,216754
84000,154,30952,8,925861,1223375,297514
84000,536,30894,7,1050758,1287374,236616
84000,648,30880,8,926294,1217384,291090
84000,264,30775,7,1157870,1168692,10822
84000,529,30833,8,1301739,1455093,153354
84000,644,30837,7,1031952,1181602,149650
84000,494,30926,7,986846,1442999,456153
84000,202,30776,7,1037584,1130350,92766
84000,511,30781,8,992957,1212847,219890
84000,663,30882,8,1087039,1243519,156480
84000,251,30966,8,1032395,1168256,135861
84000,955,31081,7,896364,1211664,315300
84000,332,30747,7,1140996,1143702,2706
85000,431,31279,8,1031110,1127190,96080
85000,370,31308,9,1129781,1348051,218270
85000,308,31220,8,942309,1166849,224540
85000,175,31282,8,1145541,1206627,61086
85000,292,31175,8,914987,1051968,136981
85000,181,31232,8,892112,1196710,304598
85000,271,31359,7,1026048,1170777,144729
85000,395,31168,8,1077518,1124610,47092
85000,115,31076,7,1187034,1329652,142618
85000,909,31329,8,952380,1134764,182384
85000,112,31197,7,1099036,1214327,115291
85000,632,31307,7,934602,1242086,307484
85000,923,31264,7,1046182,1258239,212057
85000,576,31230,7,908463,1130625,222162
85000,485,31213,8,1106518,1298306,191788
85000,188,31393,7,1071514,1366398,294884
85000,372,31200,8,915291,1093560,178269
85000,405,31177,8,1089382,1183549,94167
85000,418,31366,8,920682,1327928,407246
85000,435,31101,7,1254792,1265063,10271
85000,675,31316,8,917886,1118879,200993
85000,578,31291,7,895087,1107407,212320
85000,352,31257,7,932006,1161554,229548
85000,143,31210,7,1042327,1254039,211712
85000,401,31191,7,1168900,1254527,85627
85000,187,31170,8,1100437,1208763,108326
85000,252,31283,7,1057442,1239826,182384
85000,427,31277,8,961470,1310834,349364
85000,646,31348,7,1046447,1344163,297716
85000,309,31236,8,1175003,1285094,110091
85000,26,31346,8,840996,1355484,514488
85000,559,31376,7,1087818,1303952,216134
85000,468,31186,8,956629,1146237,189608
85000,188,31288,7,983387,1169885,186498
85000,233,31247,7,1068199,1181887,113688
85000,313,31195,8,949180,1112568,163388
85000,547,31342,7,1316594,1516479,199885
85000,823,31302,8,888152,1198194,310042
85000,35,31209,7,885945,1150563,264618
85000,569,31221,8,1176388,1293249,116861
85000,347,31272,7,1161111,1242269,81158
85000,526,31352,8,926995,1123037,196042
85000,441,31352,7,1042340,1173081,130741
85000,542,31210,8,1016280,1151708,135428
85000,295,31217,8,1207665,1220365,12700
85000,265,31173,7,941259,1157492,216233
85000,609,31283,7,966042,1236138,270096
85000,346,31171,7,1110015,1256090,146075
85000,616,31300,7,1077147,1398244,321097
85000,206,31144,8,984965,1326186,341221
86000,615,31530,9,1078033,1389025,310992
86000,579,31669,8,862365,1123350,260985
86000,158,31748,8,1099119,1275122,176003
86000,422,31630,7,1009780,1187821,178041
86000,471,31540,7,1091675,1162294,70619
86000,524,31648,8,1069486,1308464,238978
86000,13,31741,8,959653,1213310,253657
86000,342,31740,8,1049997,1243712,193715
86000,307,31551,7,991248,1448585,457337
86000,212,31717,8,895444,1130581,235137
86000,514,31512,9,1151889,1281398,129509
86000,360,31699,8,870325,1196650,326325
86000,49,31568,8,1025803,1478966,453163
86000,1180,31671,7,940521,1281148,340627
86000,183,31661,7,971949,1123060,151111
86000,356,31713,7,979036,1177612,198576
86000,710,31617,8,1004588,1223845,219257
86000,329,31737,9,975557,1386660,411103
86000,401,31596,7,921662,1209336,287674
86000,207,31603,7,960570,1472851,512281
86000,495,31712,9,914721,1147107,232386
86000,434,31493,7,988454,1324962,336508
86000,67,31828,8,1080285,1155118,74833
86000,465,31543,8,910868,1305394,394526
86000,562,31743,7,1555130,1604362,49232
86000,554,31646,8,1015248,1234420,219172
86000,767,31711,8,925243,1103330,178087
86000,278,31572,8,965890,1165376,199486
86000,480,31557,7,932126,1163709,231583
86000,57,31602,8,1025128,1436501,411373
86000,227,31723,8,969790,1164048,194258
86000,216,31644,7,887060,1195937,308877
86000,355,31637,8,1013010,1457561,444551
86000,187,31517,8,1155906,1217179,61273
86000,744,31725,7,979592,1308720,329128
86000,102,31657,8,1013553,1105246,91693
86000,321,31817,8,996473,1266337,269864
86000,362,31678,7,1107860,1353388,245528
86000,237,31633,8,822854,1188624,365770
86000,286,31583,7,1060629,1232117,171488
86000,619,31575,7,954873,1252272,297399
86000,534,31724,8,1018208,1220306,202098
86000,213,31845,8,993523,1187930,194407
86000,453,31443,8,1029627,1196355,166728
86000,519,31504,7,990373,1805548,815175
86000,582,31764,8,939358,1346044,406686
86000,125,31759,7,940513,1283509,342996
86000,287,31556,8,994932,1220430,225498
86000,443,31756,7,927250,1276555,349305
86000,222,31577,7,1318608,1364786,46178
87000,656,31820,7,1083854,1296093,212239
87000,610,31923,8,969031,1340052,371021
87000,348,31847,9,1257420,1459486,202066
87000,422,32080,8,996941,1111468,114527
87000,153,32064,7,1350451,1527840,177389
87000,454,31928,8,933602,1373266,439664
87000,152,31906,7,947251,1204511,257260
87000,442,32007,8,1011530,1248778,237248
87000,190,31882,7,1032041,1213494,181453
87000,309,31997,7,1147489,1207414,59925
87000,350,32121,8,1010027,1205376,195349
87000,292,32065,8,1219514,1294469,74955
87000,464,32060,7,961788,1270641,308853
87000,261,32089,7,1148121,1287999,139878
87000,500,32034,9,930765,1226500,295735
87000,562,31959,9,920840,1214236,293396
87000,508,32052,8,947438,1161886,214448
87000,714,32067,8,868828,1168186,299358
87000,366,32010,7,1015194,1138355,123161
87000,421,31966,8,1036632,1411578,374946
87000,221,32276,8,988241,1213106,224865
87000,287,32284,7,971201,1161693,190492
87000,274,31824,8,1065211,1186025,120814
87000,448,31984,8,925723,1212682,286959
87000,709,31987,8,1248768,1471868,223100
87000,422,32065,9,1096385,1681510,585125
87000,262,32137,8,1070607,1267560,196953
87000,328,31993,7,878071,1107371,229300
87000,346,31948,7,1372607,1404267,31660
87000,361,32079,7,1061258,1297728,236470
87000,300,32019,8,1117515,1215456,97941
87000,240,32040,7,1012482,1390556,378074
87000,494,31982,7,1032777,1302396,269619
87000,87,32050,7,1320959,1362889,41930
87000,1004,32144,7,1073218,1282484,209266
87000,230,32116,7,1041055,1433278,392223
87000,1134,31831,8,899137,1156255,257118
87000,469,32120,9,1043543,1249105,205562
87000,574,31955,8,864541,1347205,482664
87000,340,32163,7,1037666,1149514,111848
87000,220,31984,8,940932,1324527,383595
87000,294,32107,7,1107578,1292979,185401
87000,452,32251,8,904647,1204990,300343
87000,35,32120,9,1110493,1379708,269215
87000,558,32013,8,1113996,1282490,168494
87000,129,31955,8,1007122,1308818,301696
87000,381,32088,8,977924,1240556,262632
87000,135,32125,7,1421151,1437289,16138
87000,138,32031,7,857113,1242075,384962
87000,367,32078,7,996501,1189451,192950
88000,300,32478,8,993225,1190391,197166
88000,291,32280,8,957317,1334859,377542
88000,374,32444,8,983204,1258575,275371
88000,821,32279,7,1212118,1232318,20200
88000,310,32501,7,1073579,1170807,97228
88000,441,32326,7,1202474,1278252,75778
88000,639,32435,8,918968,1220866,301898
88000,379,32354,8,1162940,1353365,190425
88000,100,32370,7,1104292,1196159,91867
88000,132,32369,7,1090512,1505229,414717
88000,275,32439,8,941754,1178732,236978
88000,430,32358,7,1168549,1250903,82354
88000,465,32325,7,1005900,1223335,217435
88000,815,32424,8,1005437,1276786,271349
88000,324,32250,8,1170717,1293660,122943
88000,734,32325,7,1099547,1297000,197453
88000,451,32422,8,1227244,1230989,3745
88000,425,32324,9,965209,1229230,264021
88000,105,32294,10,1136418,2005837,869419
88000,536,32383,7,1044857,1297440,252583
88000,208,32539,8,1168130,1327703,159573
88000,251,32144,7,1318967,1647049,328082
88000,482,32385,8,1137582,1246519,108937
88000,286,32366,7,1047742,1235866,188124
88000,151,32446,9,1228827,1246318,17491
88000,305,32553,7,925424,1304824,379400
88000,90,32249,8,1007222,1242834,235612
88000,259,32339,9,1210167,1533484,323317
88000,513,32317,8,1011258,1255738,244480
88000,375,32420,7,1267348,1293893,26545
88000,218,32306,8,971767,1127723,155956
88000,308,32316,7,991101,1332424,341323
88000,342,32359,8,1076973,1315178,238205
88000,165,32457,8,941554,1240583,299029
88000,420,32504,8,1039554,1431011,391457
88000,107,32333,7,1152623,1757928,605305
88000,414,32624,8,912837,1241826,328989
88000,191,32243,8,947891,1376807,428916
88000,438,32461,8,984484,1248891,264407
88000,613,32408,7,1063792,1316410,252618
88000,509,32519,7,970036,1146391,176355
88000,187,32418,7,1202039,1412446,210407
88000,193,32334,8,1030636,1351062,320426
88000,448,32364,8,1097814,1197080,99266
88000,355,32280,7,1068422,1176399,107977
88000,349,32581,8,975016,1073280,98264
88000,648,32248,7,1116605,1239179,122574
88000,1138,32191,7,1191628,1371941,180313
88000,431,32414,8,1117590,1191235,73645
88000,603,32320,7,992421,1352705,360284
89000,309,32773,8,945975,1310790,364815
89000,299,32741,8,1058519,1317503,258984
89000,365,32723,7,1025952,1509611,483659
89000,462,32618,8,1128964,1217761,88797
89000,110,32586,7,1047733,1164451,116718
89000,251,32855,7,1108622,1429458,320836
89000,408,32658,7,1008240,1394182,385942
89000,541,32856,9,1131873,1255106,123233
89000,659,32737,7,1025460,1389515,364055
89000,455,32763,7,1073530,1316255,242725
89000,683,32584,7,931547,1390377,458830
89000,461,32694,8,977407,1216428,239021
89000,255,32902,8,1104928,1231552,126624
89000,351,32894,7,1040196,1241352,201156
89000,85,32960,7,1005873,1441224,435351
89000,732,32601,7,913770,1381169,467399
89000,439,32568,8,1110421,1373499,263078
89000,290,32738,8,937863,1416577,478714
89000,210,32740,8,1080345,1216041,135696
89000,430,32723,7,1037140,1264246,227106
89000,298,32669,8,1029383,1242954,213571
89000,368,32707,7,978951,1188640,209689
89000,62,32624,7,1114240,1179039,64799
89000,55,32724,8,1006850,1326521,319671
89000,403,32812,8,1010208,1350502,340294
89000,683,32825,8,1001154,1400070,398916
89000,580,32652,9,952271,1331490,379219
89000,283,32449,7,947134,1130716,183582
89000,712,32827,7,951239,1307425,356186
89000,318,32833,8,1088392,1259152,170760
89000,359,32689,7,1015330,1228435,213105
89000,348,32640,7,913014,1642709,729695
89000,218,32748,7,1035183,1436399,401216
89000,198,32736,8,1140764,1330441,189677
89000,797,32618,8,1048378,1306799,258421
89000,147,32689,8,985109,1331720,346611
89000,465,32685,10,1064105,1157839,93734
89000,172,32659,8,1150433,1296800,146367
89000,202,32779,8,1032912,1275187,242275
89000,628,32803,7,1048380,1171136,122756
89000,507,32742,7,1076043,1326325,250282
89000,458,32886,8,1066326,1283416,217090
89000,377,32742,8,1057912,1172430,114518
89000,512,32728,7,1031948,1358279,326331
89000,330,32922,8,1027871,1234803,206932
89000,591,32657,8,978709,1221984,243275
89000,574,32673,7,965128,1182609,217481
89000,364,32837,8,1088357,1418871,330514
89000,213,32592,8,1059943,1248032,188089
89000,177,32697,8,1213468,1469631,256163
90000,479,33270,7,1051669,1188713,137044
90000,261,32990,8,953575,1184539,230964
90000,411,33044,8,1056116,1247244,191128
90000,51,33048,8,1071640,1309699,238059
90000,555,33024,7,1306541,1376222,69681
90000,394,33135,8,1307823,1557020,249197
90000,623,33033,7,1144699,1463497,318798
90000,337,33029,7,901524,1143450,241926
90000,56,33033,7,990328,1328744,338416
90000,117,33065,8,1179902,1387532,207630
90000,122,33042,8,997336,1145931,148595
90000,125,33054,9,1171895,1526713,354818
90000,667,33136,7,1127756,1528067,400311
90000,320,33156,7,1149217,1242434,93217
90000,246,33026,8,1233523,1503462,269939
90000,284,33130,7,1039348,1244775,205427
90000,211,33146,8,1174630,1209909,35279
90000,696,32983,8,1203446,1323210,119764
90000,214,33118,7,1353446,1544262,190816
90000,426,33128,7,1135267,1340146,204879
90000,140,33247,7,946962,1466469,519507
90000,442,33173,7,1118705,1197353,78648
90000,316,33072,8,931537,1387182,455645
90000,414,33079,8,913028,1397230,484202
90000,297,33142,8,1050776,1259282,208506
90000,411,33278,8,1143208,1277455,134247
90000,121,32985,7,1165344,1166550,1206
90000,100,33005,9,1257491,1464653,207162
90000,294,33229,7,953497,1265666,312169
90000,391,33229,9,1167115,1298545,131430
90000,305,33214,7,1191864,1347252,155388
90000,135,33194,8,1089041,1216869,127828
90000,768,33240,7,1163877,1299857,135980
90000,226,32988,8,1091926,1315203,223277
90000,329,33177,7,977845,1228981,251136
90000,343,33117,7,913471,1340736,427265
90000,253,33119,8,1362185,1377634,15449
90000,430,33014,7,1068024,1225494,157470
90000,210,33150,8,1027011,1505237,478226
90000,735,33075,7,1087543,1225008,137465
90000,299,33192,7,1052738,1219415,166677
90000,462,33101,7,1157328,1323459,166131
90000,302,33092,8,1205018,1284470,79452
90000,601,33145,8,1001719,1233874,232155
90000,372,33094,7,1039472,1248071,208599
90000,206,33221,8,1149542,1487360,337818
90000,493,32936,8,1316987,1415901,98914
90000,301,33083,7,1057808,1507003,449195
90000,36,33071,8,1035449,1190978,155529
90000,405,33197,8,1230754,1550355,319601
91000,581,33364,7,1135843,1395596,259753
91000,1051,33525,8,1119178,1319270,200092
91000,265,33576,8,1053970,1407120,353150
91000,216,33567,7,1028319,1215209,186890
91000,568,33546,7,1055335,1312095,256760
91000,763,33447,9,972858,1286562,313704
91000,173,33560,7,1105335,1289995,184660
91000,263,33448,9,981842,1507425,525583
91000,231,33447,7,1190057,1547887,357830
91000,239,33395,8,948968,1122608,173640
91000,466,33530,8,1160195,1466562,306367
91000,522,33391,9,1080155,1192076,111921
91000,578,33757,7,1050007,1261654,211647
91000,381,33394,7,981853,1257510,275657
91000,709,33304,8,1120906,1328148,207242
91000,794,33612,8,940741,1142849,202108
91000,293,33676,9,1174526,1368977,194451
91000,690,33499,7,1044678,1107536,62858
91000,325,33496,9,1174864,1405567,230703
91000,308,33444,7,1016243,1381737,365494
91000,318,33486,7,1316337,1422720,106383
91000,350,33615,7,1006866,1319368,312502
91000,479,33420,8,1078142,1298901,220759
91000,214,33555,7,1136285,1459781,323496
91000,632,33459,8,1237600,1451114,213514
91000,439,33481,8,1292901,1431569,138668
91000,338,33435,9,1081709,1316161,234452
91000,296,33550,9,912234,1251229,338995
91000,355,33511,8,1124843,1458281,333438
91000,460,33607,7,1132454,1487522,355068
91000,149,33589,7,1171890,1309401,137511
91000,518,33578,8,1180759,1339134,158375
91000,373,33496,8,1113029,1281933,168904
91000,339,33525,7,1048698,1440871,392173
91000,514,33650,8,1003325,1207691,204366
91000,229,33486,9,1172665,1277328,104663
91000,620,33551,7,1014569,1271657,257088
91000,121,33371,8,1072664,1373365,300701
91000,210,33494,7,1164671,1262184,97513
91000,367,33558,7,1088779,1383221,294442
91000,36,33493,8,1204872,1230936,26064
91000,232,33535,7,993708,1145609,151901
91000,631,33430,8,1122168,1356413,234245
91000,237,33545,8,1064346,1248405,184059
91000,176,33498,8,1237346,1278651,41305
91000,429,33572,8,1415827,1444765,28938
91000,361,33463,7,1097865,1283498,185633
91000,183,33376,8,1011722,1580200,568478
91000,347,33672,8,1373052,1662832,289780
91000,68,33454,8,951467,1309425,357958
92000,191,34038,8,953818,1145500,191682
92000,400,34037,8,1002694,1318204,315510
92000,546,33937,9,1087436,1211629,124193
92000,921,33913,8,969951,1207448,237497
92000,249,33882,8,1034102,1262669,228567
92000,417,33830,8,964030,1165788,201758
92000,271,33737,7,1231692,1579719,348027
92000,839,33885,7,1117812,1257910,140098
92000,270,33634,7,1070699,1386906,316207
