n,B,U,L,C,D,D-C
25000,123,9183,7,252261,333042,80781
25000,191,9205,7,238148,395594,157446
25000,32,9256,7,242149,306654,64505
25000,120,9181,7,335278,340463,5185
25000,258,9228,8,258731,297517,38786
25000,92,9096,8,245178,312146,66968
25000,215,9128,8,278961,334250,55289
25000,106,9229,8,219005,369386,150381
25000,278,9150,7,240880,325732,84852
25000,258,9143,7,260143,324546,64403
25000,279,9214,8,287160,312686,25526
25000,92,9213,7,286073,370163,84090
25000,67,9156,7,251889,291574,39685
25000,142,9254,8,241416,334734,93318
25000,530,9253,7,246842,315398,68556
25000,291,9202,7,299415,423902,124487
26000,310,9599,7,256051,300072,44021
26000,149,9496,7,267308,431239,163931
26000,106,9632,7,264139,327884,63745
26000,35,9567,8,248468,319324,70856
26000,196,9572,7,266157,295991,29834
26000,441,9629,8,268306,319167,50861
26000,66,9662,7,241870,291436,49566
26000,37,9583,8,306247,318903,12656
26000,315,9521,7,297362,372517,75155
26000,446,9541,7,264498,370904,106406
26000,324,9640,6,251547,425825,174278
26000,331,9542,7,253392,337789,84397
26000,462,9697,6,338585,419007,80422
26000,182,9522,7,296505,320221,23716
26000,261,9651,8,259728,360420,100692
26000,84,9610,6,282902,321924,39022
26000,62,9449,7,308719,327949,19230
26000,314,9599,7,282979,321385,38406
26000,226,9565,7,293590,299572,5982
26000,278,9487,8,289235,341712,52477
26000,147,9637,8,238274,387211,148937
26000,250,9601,7,303351,384277,80926
26000,260,9544,7,248302,322469,74167
26000,386,9534,7,284823,298903,14080
26000,402,9560,6,233661,297181,63520
26000,387,9547,7,275610,334510,58900
26000,247,9551,7,247334,326739,79405
26000,257,9545,8,260852,320202,59350
26000,420,9578,9,248165,339814,91649
